Rank , Code , Company, Price , 1 Day , 1 Month , 1 Year , Sector , Mkt Cap
1422, AVE, Avecho Biotechnology Ltd, $0.01, 0.00%, +42.86%, +150.00%, Health Care, $36.73M
1433, AVG, Australian Vintage Ltd, $0.11, 0.00%, -2.22%, -18.52%, Consumer Staples, $36.24M
1080, AVH, Avita Medical Inc, $1.06, +0.47%, -7.83%, -73.10%, Health Care, $91.5M
1140, AVL, Australian Vanadium Ltd, $0.225, -2.17%, +7.14%, -25.00%, Materials, $78.03M
1299, AVM, Advance Metals Ltd, $0.13, 0.00%, +68.83%, +282.35%, Materials, $50.7M
962, AVR, Anteris Technologies Global Corp, $7.70, -1.16%, +46.67%, -12.99%, Health Care, $129.04M
2129, AVW, Avira Resources Ltd, $0.011, +10.00%, 0.00%, -45.00%, Materials, $5.78M
1310, AW1, American West Metals Ltd, $0.048, +2.13%, -7.69%, +9.09%, Materials, $48.35M
1283, AWJ, Auric Mining Ltd, $0.28, +1.82%, +7.69%, -16.42%, Materials, $52.39M
515, AX1, Accent Group Ltd, $0.955, 0.00%, -5.91%, -60.21%, Consumer Discretionary, $574.13M
2113, AX8, Accelerate Resources Ltd, $0.006, 0.00%, 0.00%, -7.69%, Materials, $6.05M
1099, AXE, Archer Materials Ltd, $0.34, 0.00%, -2.86%, -19.05%, Information Technology, $86.65M
2073, AXI, Axtec Ltd, $0.013, 0.00%, 0.00%, -67.50%, Real Estate, $6.82M
1985, AXL, Axel Ree Ltd, $0.089, +2.30%, +11.25%, +20.27%, Materials, $8.97M
1548, AXN, Alliance Nickel Ltd, $0.036, 0.00%, -18.18%, -14.29%, Materials, $27.4M
2136, AXP, AXP Energy Ltd, $0.015, +7.14%, -11.77%, -70.00%, Energy, $5.64M
447, AYA, ARTRYA Ltd, $4.64, +12.90%, +61.67%, +856.70%, Health Care, $733.51M
1087, AYLD, Global X S&P/ASX 200 Covered Call Complex ETF, $10.28, +0.20%, +3.53%, -3.57%, Financials, $88.34M
2143, AYM, Australia United Mining Ltd, $0.003, 0.00%, -25.00%, -25.00%, Materials, $5.53M
1952, AYT, Austin Metals Ltd, $0.005, 0.00%, 0.00%, +25.00%, Materials, $9.9M
499, AYUPA, Australian Unity Ltd, $80.20, +0.25%, -0.13%, -2.43%, N/A, $617.03M
1844, AZ9, Asian Battery Metals Plc, $0.022, 0.00%, -21.43%, -51.11%, Materials, $12.68M
1721, AZI, Altamin Ltd, $0.023, 0.00%, -14.82%, +1.64%, Materials, $18.22M
103, AZJ, Aurizon Holdings Ltd, $3.64, -0.55%, +6.43%, +12.00%, Industrials, $6.37B
606, AZY, Antipa Minerals Ltd, $0.60, +0.84%, +7.14%, +130.77%, Materials, $397.45M
971, B4P, Beforepay Group Ltd, $2.54, +2.42%, +4.53%, +76.39%, Financials, $126.48M
916, BANK, Global X Australian Bank Credit ETF, $9.99, 0.00%, +0.20%, -0.99%, Financials, $148.93M
881, BAOR, Aoris Int Fund (Class B) (Unhedged) Active ETF, $2.42, +0.42%, +2.54%, -3.59%, Financials, $165.22M
457, BAP, Bapcor Ltd, $2.10, +2.94%, -2.33%, -54.35%, Consumer Discretionary, $712.77M
1745, BAS, Bass Oil Ltd, $0.053, +1.92%, +60.61%, -3.60%, Energy, $16.93M
1172, BB1, Blinklab Ltd, $0.805, -0.62%, +1.90%, +192.73%, Health Care, $70.84M
2312, BBAB, Betashares Geared Short Aus GOV Bond Complex ETF, $20.64, 0.00%, +7.84%, +11.87%, Financials, $538.7K
1473, BBC, BNK Banking Corporation Ltd, $0.28, 0.00%, +1.82%, -13.85%, Financials, $33.26M
2304, BBFD, Betashares Geared Short US TR Bond CH Complex ETF, $19.08, 0.00%, +3.47%, +0.53%, Financials, $1.1M
938, BBL, Brisbane Broncos Ltd, $1.42, -2.07%, +4.41%, +49.47%, Communication Services, $139.22M
674, BBN, Baby Bunting Group Ltd, $2.46, -0.81%, -12.14%, +41.38%, Consumer Discretionary, $333.09M
830, BBOZ, Betashares Aus Equities Strong Bear Complex ETF, $22.12, +1.05%, -7.76%, -15.83%, Financials, $194.28M
823, BBT, Betr Entertainment Ltd, $0.19, 0.00%, -13.64%, -34.48%, Consumer Discretionary, $198.1M
964, BBUS, Betashares US EQY Strong Bear CCY H Complex ETF, $27.77, -1.07%, -11.28%, -35.72%, Financials, $128.38M
400, BC8, Black Cat Syndicate Ltd, $1.23, -0.41%, +31.55%, +112.07%, Materials, $894.23M
1236, BCA, Black Canyon Ltd, $0.37, -2.63%, -5.13%, +460.61%, Materials, $59.63M
2017, BCB, Bowen Coking Coal Ltd, $0.075, 0.00%, 0.00%, -87.50%, Materials, $8.08M
2064, BCC, Beam Communications Holdings Ltd, $0.082, 0.00%, -14.58%, +17.14%, Information Technology, $7.09M
344, BCI, BCI Minerals Ltd, $0.395, 0.00%, +3.95%, +49.06%, Materials, $1.16B
959, BCK, Brockman Mining Ltd, $0.014, -6.67%, -22.22%, 0.00%, Materials, $129.92M
1304, BCM, Brazilian Critical Minerals Ltd, $0.026, 0.00%, 0.00%, +173.68%, Materials, $49.78M
722, BCN, Beacon Minerals Ltd, $2.70, -0.74%, +11.57%, +206.82%, Materials, $293.97M
1295, BCOM, Global X Bloomberg Commodity Complex ETF, $11.91, +0.51%, +0.51%, +10.18%, Financials, $51.12M
1596, BDM, Burgundy Diamond Mines Ltd, $0.017, 0.00%, 0.00%, -77.33%, Materials, $24.17M
1421, BDX, Bcal Diagnostics Ltd, $0.10, -2.44%, +8.70%, +5.26%, Health Care, $36.81M
1436, BEAR, Betashares Australian Equities Bear Complex ETF, $7.37, +0.55%, -3.66%, -4.90%, Financials, $36.08M
2294, BEL, Bentley Capital Ltd, $0.02, 0.00%, +5.26%, +33.33%, Financials, $1.52M
1995, BEMG, Betashares MSCI Emerging Markets Complex ETF, $31.77, -0.41%, -0.35%, +5.06%, Financials, $8.74M
113, BEN, Bendigo and Adelaide Bank Ltd, $10.62, +0.95%, -2.57%, -19.42%, Financials, $6.03B
536, BENPH, Bendigo and Adelaide Bank Ltd, $103.19, +0.07%, -0.87%, -1.49%, N/A, $518.47M
699, BENPI, Bendigo and Adelaide Bank Ltd, $105.50, -0.05%, +0.72%, +0.19%, N/A, $316.5M
1982, BEO, Beonic Ltd, $0.135, +3.85%, -6.90%, -50.91%, Information Technology, $9.15M
1710, BEST, ETFs US Quality ETF, $12.35, 0.00%, -0.88%, -0.88%, Financials, $18.53M
818, BET, Betmakers Technology Group Ltd, $0.18, -2.70%, +20.00%, +80.00%, Consumer Discretionary, $201.65M
1599, BEZ, Besra Gold Inc, $0.061, +7.02%, +64.87%, -22.79%, Materials, $23.83M
586, BFG, Bell Financial Group Ltd, $1.325, -0.38%, +12.77%, 0.00%, Financials, $424.99M
144, BFL, BSP Financial Group Ltd, $8.10, -0.12%, +5.61%, +23.48%, Financials, $3.78B
245, BGA, Bega Cheese Ltd, $6.14, 0.00%, +4.07%, +6.97%, Consumer Staples, $1.88B
166, BGBL, Betashares Global Shares ETF, $81.50, -0.10%, +1.67%, +10.90%, Financials, $3.31B
701, BGD, Barton Gold Holdings Ltd, $1.32, -1.86%, +30.69%, +438.78%, Materials, $314.9M
2211, BGE, Bridge Saas Ltd, $0.021, 0.00%, +40.00%, -52.27%, Information Technology, $4.2M
197, BGL, Bellevue Gold Ltd, $1.715, +0.29%, +42.32%, +52.44%, Materials, $2.54B
327, BGP, Briscoe Group Australasia Ltd, $5.59, 0.00%, +0.54%, +23.95%, Consumer Discretionary, $1.25B
2066, BGT, Bio-Gene Technology Ltd, $0.023, 0.00%, -17.86%, -41.03%, Materials, $7.02M
2182, BHD, Benjamin Hornigold Ltd, $0.195, 0.00%, +5.41%, +2.63%, Financials, $4.71M
1786, BHL, Black Horse Mining Ltd, $0.365, 0.00%, +82.50%, +82.50%, Materials, $14.6M
842, BHM, Broken Hill Mines Ltd, $1.15, +2.68%, +51.32%, +1542.86%, Materials, $187.41M
2, BHP, BHP Group Ltd, $45.62, +0.09%, +13.01%, +14.83%, Materials, $231.7B
489, BHYB, Betashares Australian Major Bank Hybrids INDEX ETF, $9.93, +0.10%, +0.71%, -0.60%, Financials, $636.2M
358, BILL, iShares Core Cash ETF, $100.67, +0.01%, +0.03%, -0.02%, Financials, $1.08B
1986, BIM, Bindi Metals Ltd, $0.097, -1.02%, +1.04%, +14.12%, Materials, $8.93M
1065, BIO, Biome Australia Ltd, $0.43, +3.61%, +4.88%, -19.63%, Consumer Staples, $95.72M
784, BIS, Bisalloy Steel Group Ltd, $4.75, -0.63%, -9.87%, +7.22%, Materials, $228.19M
2056, BIT, Biotron Ltd, $0.003, +20.00%, 0.00%, -79.83%, Health Care, $7.23M
951, BKB, Black Bear Minerals Ltd, $0.895, +5.29%, +70.48%, +49.17%, Materials, $133.12M
312, BKI, BKI Investment Company Ltd, $1.715, +0.59%, +0.59%, +0.88%, Financials, $1.38B
1517, BKT, Black Rock Mining Ltd, $0.014, 0.00%, -12.50%, -60.00%, Materials, $30.07M
760, BKY, Berkeley Energia Ltd, $0.55, -1.79%, +10.00%, +59.42%, Energy, $245.19M
1516, BLG, Bluglass Ltd, $0.23, -4.17%, -4.17%, -50.00%, Information Technology, $30.08M
1724, BLU, Blue Energy Ltd, $0.006, -14.29%, +20.00%, -29.41%, Energy, $18.07M
486, BLX, Beacon Lighting Group Ltd, $2.80, 0.00%, +1.08%, -10.54%, Consumer Discretionary, $642.16M
2267, BLZ, BLAZE Minerals Ltd, $0.001, 0.00%, -66.67%, -80.00%, Energy, $2.88M
909, BM1, Ballard Mining Ltd, $0.69, -0.72%, +11.29%, +176.00%, Materials, $153.21M
1530, BM8, Battery Age Minerals Ltd, $0.13, 0.00%, +4.00%, +30.00%, Materials, $28.79M
590, BMC, BMC Minerals Ltd, $2.46, +3.80%, +23.00%, +23.00%, Materials, $420.26M
1674, BMG, BMG Resources Ltd, $0.019, +5.56%, -5.00%, +72.73%, Materials, $20.34M
2302, BMH, Baumart Holdings Ltd, $0.007, 0.00%, 0.00%, -89.73%, Industrials, $1.14M
781, BML, Boab Metals Ltd, $0.455, -1.09%, +28.17%, +193.55%, Materials, $229.9M
1836, BMM, Bayan Mining and Minerals Ltd, $0.096, 0.00%, -4.00%, +123.65%, Materials, $12.97M
439, BMN, Bannerman Energy Ltd, $3.61, +1.69%, +29.39%, +28.93%, Energy, $749.64M
2280, BMO, Bastion Minerals Ltd, $0.033, 0.00%, -17.50%, -73.75%, Materials, $2.22M
1176, BMR, Ballymore Resources Ltd, $0.335, +3.08%, +63.42%, +168.00%, Materials, $69.29M
1279, BMT, Beamtree Holdings Ltd, $0.183, -6.41%, -8.75%, -34.82%, Health Care, $53.03M
412, BNDS, Betashares Western Asset Aus Bond Active ETF, $23.41, -0.04%, -1.39%, -0.38%, Financials, $848.25M
945, BNKS, Betashares Global Banks Currency Hedged ETF, $12.32, +0.16%, +10.59%, +44.94%, Financials, $136.89M
1641, BNL, Blue Star Helium Ltd, $0.006, 0.00%, 0.00%, +50.00%, Energy, $21.62M
1763, BNR, Bulletin Resources Ltd, $0.055, +0.93%, +9.00%, +39.74%, Materials, $16M
647, BNZ, BENZ Mining Corp, $1.72, -0.58%, +29.81%, +413.43%, Materials, $359.13M
2219, BOA, BOA Resources Ltd, $0.029, 0.00%, -3.33%, +45.00%, Materials, $4.08M
744, BOC, Bougainville Copper Ltd, $0.655, -2.24%, -43.04%, +55.95%, Materials, $262.7M
509, BOE, Boss Energy Ltd, $1.41, +6.82%, -10.76%, -40.25%, Energy, $585.32M
1192, BOL, Boom Logistics Ltd, $1.68, -0.89%, +10.53%, +22.18%, Industrials, $66.78M
1343, BOND, State Street SPDR S&P/ASX IBOXX Australian Bond ETF, $25.59, +0.24%, -0.70%, +2.03%, Financials, $44.36M
135, BOQ, Bank of Queensland Ltd, $6.55, -0.61%, +1.71%, -1.65%, Financials, $4.33B
738, BOQPF, Bank of Queensland Ltd, $103.34, -0.56%, +0.40%, -1.58%, N/A, $268.68M
595, BOQPG, Bank of Queensland Ltd, $104.13, -0.14%, -0.35%, +0.13%, N/A, $416.52M
772, BOT, Botanix Pharmaceuticals Ltd, $0.12, +4.35%, 0.00%, -69.62%, Health Care, $237.03M
2237, BP8, BPH Global Ltd, $0.002, 0.00%, 0.00%, -42.86%, Health Care, $3.71M
1121, BPG, Black Pearl Group Ltd, $0.855, -2.84%, -2.29%, -2.29%, Information Technology, $81.19M
1865, BPH, BPH Energy Ltd, $0.01, 0.00%, +11.11%, -9.09%, Financials, $12.2M
1719, BPM, BPM Minerals Ltd, $0.165, -2.94%, -2.94%, +126.03%, Materials, $18.25M
1728, BPP, Babylon Pump & Power Ltd, $0.14, +7.69%, -6.67%, +2.16%, Industrials, $17.77M
193, BPT, Beach Energy Ltd, $1.16, -0.86%, -2.11%, -16.55%, Energy, $2.65B
351, BRE, Brazilian Rare EARTHS Ltd, $4.05, -1.22%, -4.93%, +87.50%, Materials, $1.11B
136, BRG, Breville Group Ltd, $29.84, +0.30%, -2.00%, -15.99%, Consumer Discretionary, $4.32B
985, BRI, Big River Industries Ltd, $1.405, 0.00%, +1.47%, +11.49%, Materials, $122.05M
1338, BRK, Brookside Energy Ltd, $0.47, +2.17%, +14.63%, +5.62%, Energy, $45.24M
917, BRL, Bathurst Resources Ltd, $0.62, 0.00%, -7.46%, -16.22%, Materials, $148.78M
610, BRN, Brainchip Holdings Ltd, $0.175, +2.94%, 0.00%, -44.44%, Information Technology, $394.23M
1762, BRU, Buru Energy Ltd, $0.016, -5.88%, -15.79%, -60.00%, Energy, $16.04M
1618, BRX, Belararox Ltd, $0.10, 0.00%, +16.28%, -35.48%, Materials, $22.65M
1907, BSA, BSA Ltd, $0.145, +11.54%, +26.09%, -85.35%, Industrials, $10.92M
63, BSL, Bluescope Steel Ltd, $24.01, -0.62%, +9.34%, +24.21%, Materials, $10.52B
2040, BSN, Basin Energy Ltd, $0.04, 0.00%, -21.57%, +150.00%, Energy, $7.65M
574, BSUB, Betashares Aus Major Bank Subordinated Debt ETF, $25.64, -0.08%, -0.04%, +0.31%, Financials, $450.78M
1143, BSX, Blackstone Minerals Ltd, $0.046, -6.12%, +4.55%, +58.62%, Materials, $77.73M
1629, BTC, BTC Health Ltd, $0.062, +1.64%, +3.33%, -13.89%, Financials, $22.16M
1737, BTE, Botala Energy Ltd, $0.058, 0.00%, -9.38%, -4.92%, Energy, $17.4M
853, BTI, Bailador Technology Investments Ltd, $1.21, -0.82%, +2.98%, 0.00%, Financials, $181.31M
653, BTL, Beetaloo Energy Australia Ltd, $0.285, +11.77%, +9.62%, +29.55%, Energy, $354.56M
1920, BTM, Breakthrough Minerals Ltd, $0.155, +3.33%, -3.13%, +109.46%, Energy, $10.66M
1508, BTN, Butn Ltd, $0.08, 0.00%, -13.04%, +14.29%, Financials, $30.57M
638, BTR, Brightstar Resources Ltd, $0.515, -8.85%, +19.77%, +3.00%, Materials, $364.27M
1324, BTXX, Digitalx Bitcoin ETF, $28.50, -1.66%, -2.53%, -15.68%, Financials, $46.58M
988, BUB, Bubs Australia Ltd, $0.135, 0.00%, -3.57%, +35.00%, Consumer Staples, $120.71M
1821, BUGG, Global X Cybersecurity ETF, $11.22, -2.01%, -3.19%, -12.34%, Financials, $13.49M
2134, BUR, Burley Minerals Ltd, $0.031, +3.33%, -11.43%, -54.94%, Materials, $5.71M
1961, BUS, Bubalus Resources Ltd, $0.14, -6.67%, -6.67%, +21.74%, Materials, $9.78M
1892, BUX, Buxton Resources Ltd, $0.033, 0.00%, 0.00%, -13.16%, Materials, $11.39M
2188, BUY, Bounty Oil & Gas NL, $0.003, 0.00%, +20.00%, 0.00%, Energy, $4.68M
1170, BVR, Bellavista Resources Ltd, $0.70, +6.06%, +22.81%, +86.67%, Materials, $71.27M
345, BVS, Bravura Solutions Ltd, $2.58, -3.01%, +4.03%, +18.35%, Information Technology, $1.16B
1420, BWF, Blackwall Ltd, $0.215, +4.88%, +7.50%, -49.41%, Financials, $36.83M
975, BWN, Bhagwan Marine Ltd, $0.455, -3.19%, -5.21%, -27.20%, Industrials, $125.22M
180, BWP, BWP Group, $4.08, -0.49%, +7.94%, +18.95%, Real Estate, $2.96B
19, BXB, Brambles Ltd, $22.88, -1.00%, -1.59%, +19.04%, Industrials, $31.07B
1079, BXN, Bioxyne Ltd, $0.042, 0.00%, +10.53%, +61.54%, Consumer Staples, $92.21M
1951, C1X, Cosmos Exploration Ltd, $0.092, 0.00%, 0.00%, +170.59%, Materials, $9.98M
2243, C29, C29 Metals Ltd, $0.02, 0.00%, +5.26%, -60.78%, Materials, $3.48M
405, C79, Chrysos Corporation Ltd, $7.48, -1.32%, -15.10%, +52.65%, Industrials, $871.24M
2229, C7A, Clara Resources Australia Ltd, $0.003, 0.00%, 0.00%, -50.00%, Materials, $3.87M
822, CAA, Capral Ltd, $12.25, -5.33%, +3.29%, +22.26%, Materials, $198.13M
1300, CAE, Cannindah Resources Ltd, $0.049, +8.89%, -18.33%, +38.83%, Materials, $50.55M
1091, CAF, Centrepoint Alliance Ltd, $0.42, 0.00%, +16.67%, +27.27%, Financials, $87.38M
1047, CAM, Clime Capital Ltd, $0.705, 0.00%, +4.44%, -11.88%, Financials, $101.83M
1391, CAMG, Clime Capital Ltd, $0.999, +0.30%, +0.20%, +0.40%, N/A, $39.89M
1803, CAN, Cann Group Ltd, $0.009, 0.00%, -18.18%, -76.32%, Health Care, $14M
2091, CAQ, CAQ Holdings Ltd, $0.009, 0.00%, 0.00%, +12.50%, Real Estate, $6.46M
55, CAR, CAR Group Ltd, $30.47, -2.18%, -8.83%, -19.43%, Communication Services, $11.53B
318, CAT, Catapult Sports Ltd, $4.32, -0.23%, -4.21%, +28.19%, Information Technology, $1.33B
1423, CAV, Carnavale Resources Ltd, $0.09, +1.12%, +20.00%, +60.72%, Materials, $36.7M
646, CAY, Canyon Resources Ltd, $0.175, 0.00%, +6.06%, -2.78%, Materials, $360.87M
1708, CAZ, Cazaly Resources Ltd, $0.032, +6.67%, -5.88%, +146.15%, Materials, $18.58M
1, CBA, Commonwealth Bank of Australia, $161.39, -0.21%, +5.44%, +4.04%, Financials, $270.08B
268, CBAPI, Commonwealth Bank of Australia, $102.20, -0.05%, -1.02%, -0.73%, N/A, $1.69B
335, CBAPJ, Commonwealth Bank of Australia, $101.29, -0.15%, -0.60%, -1.41%, N/A, $1.2B
253, CBAPK, Commonwealth Bank of Australia, $104.20, -0.33%, +0.04%, +0.91%, N/A, $1.82B
250, CBAPL, Commonwealth Bank of Australia, $102.90, -0.09%, -0.58%, -0.95%, N/A, $1.83B
273, CBAPM, Commonwealth Bank of Australia, $105.34, -0.15%, -0.42%, +0.99%, N/A, $1.63B
1284, CBE, Cobre Ltd, $0.10, +1.01%, +3.09%, +92.31%, Materials, $52.13M
1556, CBL, Control Bionics Ltd, $0.067, +3.08%, +8.07%, +12.17%, Health Care, $27.04M
287, CBO, Cobram Estate Olives Ltd, $3.26, +12.41%, +7.24%, +55.24%, Consumer Staples, $1.56B
2067, CBY, Canterbury Resources Ltd, $0.026, 0.00%, +8.33%, +4.00%, Materials, $7.01M
1231, CC5, Clever Culture Systems Ltd, $0.028, 0.00%, -6.67%, +64.71%, Health Care, $60.77M
1501, CC9, Chariot Resources Ltd, $0.15, -4.76%, -11.77%, +20.00%, Materials, $30.87M
1314, CCA, Change Financial Ltd, $0.07, 0.00%, -6.08%, +24.11%, Financials, $47.99M
1568, CCE, Carnegie Clean Energy Ltd, $0.064, 0.00%, -11.11%, +68.42%, Utilities, $26.09M
1437, CCG, Comms Group Ltd, $0.066, -8.33%, +1.54%, -14.33%, Communication Services, $36.03M
416, CCL, Cuscal Ltd, $4.36, +0.23%, +12.66%, +88.75%, Financials, $835.21M
1727, CCM, Cadoux Ltd, $0.048, 0.00%, -4.00%, -14.29%, Materials, $17.8M
1917, CCO, The Calmer Co International Ltd, $0.004, +16.67%, -12.50%, -35.98%, Consumer Staples, $10.7M
382, CCP, Credit Corp Group Ltd, $14.08, -0.42%, +9.74%, -12.60%, Financials, $958.38M
949, CCR, Credit Clear Ltd, $0.28, 0.00%, +7.69%, -12.50%, Information Technology, $134.02M
787, CCV, Cash Converters International, $0.32, 0.00%, +5.79%, +29.58%, Financials, $227.04M
1363, CCX, City Chic Collective Ltd, $0.11, -4.35%, +18.28%, +11.11%, Consumer Discretionary, $42.37M
1750, CD1, CD Private Equity Fund I, $0.46, 0.00%, -3.16%, -26.98%, Financials, $16.81M
1444, CD2, CD Private Equity Fund Ii, $0.67, 0.00%, -0.74%, -21.18%, Financials, $35.16M
1144, CD3, CD Private Equity Fund Iii, $1.075, 0.00%, -1.38%, -14.68%, Financials, $77.43M
122, CDA, Codan Ltd, $29.06, -0.95%, +1.29%, +78.61%, Information Technology, $5.29B
2164, CDE, Codeifai Ltd, $0.008, -5.88%, -27.27%, -20.00%, Industrials, $5.11M
807, CDM, Cadence Capital Ltd, $0.705, +0.71%, +2.17%, +3.68%, Financials, $210.49M
1522, CDO, Cadence Opportunities Fund Ltd, $1.905, 0.00%, +4.67%, +15.81%, Financials, $29.86M
560, CDP, Carindale Property Trust, $5.71, 0.00%, +1.78%, +19.21%, Real Estate, $472.43M
2241, CDR, Codrus Minerals Ltd, $0.017, 0.00%, -22.73%, -10.53%, Materials, $3.51M
1934, CDT, Castle Minerals Ltd, $0.06, 0.00%, -1.64%, -20.00%, Materials, $10.4M
797, CEH, Coast Entertainment Holdings Ltd, $0.555, +0.91%, +18.09%, +11.00%, Consumer Discretionary, $215.65M
640, CEL, Challenger Gold Ltd, $0.15, -3.23%, +30.44%, +240.91%, Materials, $363.02M
145, CEN, Contact Energy Ltd, $8.20, +1.24%, +0.99%, -1.32%, Utilities, $3.78B
1425, CETF, Vaneck Ftse China A50 ETF, $65.20, -0.41%, +0.49%, +10.88%, Financials, $36.69M
1811, CF1, Complii Fintech Solutions Ltd, $0.023, 0.00%, -8.00%, 0.00%, Information Technology, $13.7M
1514, CFLO, Betashares Global Cash Flow Kings ETF, $19.25, -0.31%, +2.18%, +3.61%, Financials, $30.17M
1378, CG1, Carbonxt Group Ltd, $0.096, +1.05%, +2.13%, +57.38%, Materials, $40.96M
97, CGF, Challenger Ltd, $9.53, +0.21%, +10.17%, +58.57%, Financials, $6.59B
612, CGFPC, Challenger Ltd, $101.74, +0.09%, +0.66%, -3.06%, N/A, $391.7M
633, CGFPD, Challenger Ltd, $105.46, -0.04%, +1.45%, +0.06%, N/A, $369.11M
1179, CGHE, Claremont Global Fund (Hedged) Active ETF, $1.725, 0.00%, +3.29%, -1.43%, Financials, $68.79M
2254, CGO, CPT Global Ltd, $0.076, 0.00%, -1.30%, +10.15%, Information Technology, $3.18M
2068, CGR, CGN Resources Ltd, $0.063, -3.08%, +8.62%, +5.00%, Materials, $6.94M
623, CGS, Cogstate Ltd, $2.21, -3.07%, -11.60%, +108.49%, Health Care, $379.29M
1166, CGUN, Claremont Global Fund Active ETF, $1.59, 0.00%, +0.63%, -13.12%, Financials, $72M
54, CHC, Charter Hall Group, $24.52, -3.20%, -0.49%, +62.71%, Real Estate, $11.6B
1543, CHL, Camplify Holdings Ltd, $0.335, 0.00%, +3.08%, -50.74%, Industrials, $27.55M
1906, CHM, Chimeric Therapeutics Ltd, $0.003, 0.00%, +20.00%, -47.50%, Health Care, $10.93M
408, CHN, Chalice Mining Ltd, $2.22, +1.37%, +29.45%, +102.74%, Materials, $863.81M
2114, CHR, Charger Metals NL, $0.078, 0.00%, -17.02%, +21.88%, Materials, $6.04M
2317, CHRCA, Charger Metals NL, $0.002, 0.00%, -90.00%, -90.00%, N/A, $85.42K
1101, CHW, Chilwa Minerals Ltd, $0.90, -4.26%, -8.16%, +24.14%, Materials, $86.51M
1964, CI1, Credit Intelligence Ltd, $0.11, 0.00%, 0.00%, 0.00%, Industrials, $9.68M
169, CIA, Champion Iron Ltd, $6.13, +0.82%, +18.34%, +6.06%, Materials, $3.27B
341, CIIH, CB GLBL Infrastructure Income (Hedged) Active ETF, $1.545, 0.00%, -0.64%, +5.46%, Financials, $1.18B
394, CIN, Carlton Investments Ltd, $34.57, -1.23%, +1.38%, +14.66%, Financials, $911.96M
2316, CINPA, Carlton Investments Ltd, $2.30, 0.00%, 0.00%, +5.02%, N/A, $190.85K
227, CIP, Centuria Industrial REIT, $3.37, -0.88%, -1.17%, +16.21%, Real Estate, $2.1B
368, CIVH, CB GLBL Infrastructure Value (Hedged) Active ETF, $1.215, 0.00%, 0.00%, +10.46%, Financials, $1.02B
1510, CIW, Clime Investment Management Ltd, $0.37, 0.00%, +2.78%, +2.78%, Financials, $30.53M
1191, CKA, Cokal Ltd, $0.062, -6.06%, +51.22%, +3.33%, Materials, $66.89M
330, CKF, Collins Foods Ltd, $10.31, -1.72%, -5.93%, +40.27%, Consumer Discretionary, $1.22B
2242, CL8, CL8 Holdings Ltd, $0.013, 0.00%, 0.00%, 0.00%, Industrials, $3.49M
1400, CLA, Celsius Resources Ltd, $0.012, -7.69%, +20.00%, +20.00%, Materials, $38.9M
1377, CLDD, Betashares Cloud Computing ETF, $13.32, -1.33%, +0.23%, -12.54%, Financials, $40.98M
1221, CLE, Cyclone Metals Ltd, $0.056, +1.82%, +36.59%, +19.15%, Materials, $61.93M
1733, CLG, Close the Loop Ltd, $0.033, +3.13%, -19.51%, -85.33%, Industrials, $17.55M
1165, CLNE, Vaneck Global Clean Energy ETF, $7.87, -1.01%, +1.42%, +41.29%, Financials, $72.09M
1534, CLU, Cluey Ltd, $0.067, 0.00%, -14.10%, +70.19%, Consumer Discretionary, $27.94M
946, CLV, Clover Corporation Ltd, $0.815, +1.88%, +1.88%, +91.77%, Materials, $136.1M
176, CLW, Charter Hall Long Wale REIT, $4.24, +0.24%, +2.91%, +9.85%, Real Estate, $3.02B
848, CLX, Cti Logistics Ltd, $2.26, -0.88%, +17.10%, +25.56%, Industrials, $182.42M
2207, CLZ, Classic Minerals Ltd, $0.001, 0.00%, 0.00%, 0.00%, Materials, $4.27M
747, CMA, Carma Ltd, $1.88, +1.08%, +10.59%, -30.37%, Consumer Discretionary, $257.34M
1914, CMB, Cambium Bio Ltd, $0.47, 0.00%, -9.62%, +10.59%, Health Care, $10.8M
1645, CMD, Cassius Mining Ltd, $0.029, -3.33%, -3.33%, +141.67%, Materials, $21.27M
1943, CMG, Critical Minerals Group Ltd, $0.098, 0.00%, -18.33%, -40.61%, Materials, $10.18M
2081, CML, Connected Minerals Ltd, $0.16, -8.57%, -5.88%, -11.11%, Information Technology, $6.62M
94, CMM, Capricorn Metals Ltd, $14.68, +1.10%, +9.55%, +129.38%, Materials, $6.7B
2111, CMO, Cosmo Metals Ltd, $0.014, 0.00%, -26.32%, -18.98%, Materials, $6.08M
1146, CMP, Compumedics Ltd, $0.385, +4.05%, +18.46%, +40.00%, Health Care, $76.91M
322, CMW, Cromwell Property Group, $0.49, 0.00%, +11.36%, +22.50%, Real Estate, $1.28B
